ID,Nº Factura,Fecha/Hora,Cliente,Método Pago,Total,Observaciones
43,0043,2025-12-13 19:56:17,LOCAL factura 42,NEQUI,$0,-
42,0042,2025-12-13 19:55:19,LOCAL,NEQUI,$38.000,-
41,0041,2025-12-13 19:53:53,LOCAL,EFECTIVO,$33.000,-
40,0040,2025-12-13 19:52:31,LOCAL factura 38,EFECTIVO,$0,-
39,0039,2025-12-13 19:52:27,LOCAL factura 38,EFECTIVO,$0,-
38,0038,2025-12-13 19:52:22,LOCAL,EFECTIVO,$32.000,-
37,0037,2025-12-13 19:47:39,local,NEQUI,$28.000,-
36,0036,2025-12-13 19:43:42,local,EFECTIVO,$17.000,-
35,0035,2025-12-13 19:40:38,local,EFECTIVO,$9.000,-
34,0034,2025-12-13 19:16:48,9529,EFECTIVO,$24.000,-
33,0033,2025-12-13 19:15:01,3049,DAVIPLATA,$42.000,-
32,0032,2025-12-12 23:10:42,local,NEQUI,$24.500,-
31,0031,2025-12-12 23:01:58,0836,DAVIPLATA,$12.500,bien fria
30,0030,2025-12-12 22:51:54,cambio a freddy,EFECTIVO,$50.000,pago a nequi a freddy
29,0029,2025-12-12 22:28:15,cliente,EFECTIVO,$84.000,-
28,0028,2025-12-12 21:51:15,pago punto,EFECTIVO,$26.000,-
27,0027,2025-12-12 21:46:45,5266,NEQUI,$43.500,-
26,0026,2025-12-12 21:46:01,1135,NEQUI,$36.000,-
25,0025,2025-12-12 21:43:23,7361,NEQUI,$12.000,-
24,0024,2025-12-12 21:42:25,astrid ,DAVIPLATA,$19.000,-
23,0023,2025-12-12 21:40:17,8070,NEQUI,$16.000,-
22,0022,2025-12-12 21:13:45,pago punto,NEQUI,$35.000,-
21,0021,2025-12-12 20:55:20,pago ,EFECTIVO,$19.500,-
20,0020,2025-12-12 20:54:35,Robinso,EFECTIVO,$22.000,1 hamburguesa faltaba por cobrar
19,0019,2025-12-12 20:47:41,pasan wilmer,EFECTIVO,$15.500,-
18,0018,2025-12-12 20:45:31,pasan,NEQUI,$49.000,-
17,0017,2025-12-12 20:37:50,8063,NEQUI,$12.000,-
16,0016,2025-12-12 20:36:02,local,EFECTIVO,$15.500,-
15,0015,2025-12-12 20:21:37,punto,NEQUI,$31.000,-
14,0014,2025-12-12 20:10:46,sie1,EFECTIVO,$59.000,2 sin cebolla
13,0013,2025-12-12 20:09:20,6796,NEQUI,$31.500,-
12,0012,2025-12-12 20:01:58,7821,EFECTIVO,$38.500,1 sin tomate
11,0011,2025-12-12 20:01:57,7821,EFECTIVO,$38.500,1 sin tomate
10,0010,2025-12-12 19:47:39,punto,NEQUI,$11.000,-
9,0009,2025-12-12 19:42:52,7821,EFECTIVO,$38.000,1 sin tomate
8,0008,2025-12-12 19:41:05,9080,EFECTIVO,$21.000,-
7,0007,2025-12-12 19:37:47,3236,EFECTIVO,$51.500,-
6,0006,2025-12-12 19:23:31,6922,NEQUI,$17.500,-
5,0005,2025-12-12 19:11:33,3441,EFECTIVO,$35.000,SIN VEGETALES
4,0004,2025-12-12 18:59:22,9542,EFECTIVO,$27.000,-
3,0003,2025-12-12 18:53:25,8029,NEQUI,$33.000,-
2,0002,2025-12-12 18:51:39,DOMICILIO ,EFECTIVO,$20.000,-
1,0001,2025-12-12 17:48:03,PRUEBA 1 IMPRESION,DAVIPLATA,$0,ASD
